Time (s), Acceleration X (m/s^2), Acceleration Y (m/s^2), Acceleration Z (m/s^2), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s)
0.000148,-0.211995,-9.790023,0.224574,-0.0103038279,0.029313869,0.0013387952
0.000558,-0.211995,-9.785234,0.214967,-0.0103038279,0.0303780942,0.0002745701
0.001607,-0.20479,-9.785234,0.207762,-0.0103038279,0.0314423193,0.0002745701
0.002658,-0.20479,-9.792417,0.212566,-0.0103038279,0.0314423193,0.0013387952
0.003706,-0.207192,-9.797206,0.217369,-0.0092396028,0.0314423193,0.0002745701
0.004755,-0.211995,-9.794812,0.222173,-0.0103038279,0.0314423193,0.0002745701
0.005773,-0.226406,-9.787629,0.214967,-0.0113680531,0.0314423193,0.0013387952
0.006823,-0.23121,-9.787629,0.210164,-0.0103038279,0.0303780942,0.0013387952
0.007872,-0.228808,-9.792417,0.219771,-0.0103038279,0.0303780942,0.0013387952
0.008922,-0.228808,-9.792417,0.224574,-0.0113680531,0.0325065445,0.0013387952
0.00994,-0.224004,-9.785234,0.219771,-0.0113680531,0.0325065445,0.0013387952
0.01099,-0.219201,-9.78284,0.219771,-0.0113680531,0.0303780942,0.0013387952
0.012041,-0.216799,-9.78284,0.224574,-0.0103038279,0.0303780942,0.0013387952
0.013089,-0.214397,-9.78284,0.234181,-0.0103038279,0.0314423193,0.0002745701
0.014138,-0.219201,-9.78284,0.236583,-0.0113680531,0.0325065445,0.0002745701
0.015158,-0.211995,-9.78284,0.23178,-0.0113680531,0.0314423193,0.0013387952
0.016205,-0.207192,-9.778051,0.226976,-0.0124322782,0.0314423193,0.0013387952
0.017255,-0.211995,-9.773263,0.214967,-0.0124322782,0.0314423193,0.0013387952
0.018305,-0.214397,-9.780446,0.210164,-0.0124322782,0.0303780942,0.0002745701
0.019323,-0.214397,-9.785234,0.219771,-0.0134965034,0.0303780942,0.0002745701
0.020372,-0.219201,-9.785234,0.229378,-0.0134965034,0.0314423193,0.0013387952
0.021422,-0.20479,-9.792417,0.222173,-0.0124322782,0.0314423193,0.0013387952
0.022471,-0.202388,-9.785234,0.222173,-0.0113680531,0.0314423193,0.0002745701
0.023489,-0.207192,-9.785234,0.224574,-0.0124322782,0.0303780942,-0.0007896551
0.024541,-0.214397,-9.785234,0.222173,-0.0134965034,0.0314423193,0.0013387952
0.025588,-0.226406,-9.778051,0.224574,-0.0124322782,0.0314423193,0.0024030204
