Time (s), Acceleration X (m/s^2), Acceleration Y (m/s^2), Acceleration Z (m/s^2), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s)
0.000164,-0.195183,-9.785234,0.23178,-0.0156249537,-0.0164478126,-0.0007896551
0.000906,-0.199987,-9.787629,0.23178,-0.0156249537,-0.0164478126,0.0002745701
0.001955,-0.20479,-9.792417,0.226976,-0.0156249537,-0.0164478126,0.0013387952
0.003005,-0.207192,-9.794812,0.214967,-0.0166891789,-0.0153835874,0.0002745701
0.004055,-0.216799,-9.794812,0.210164,-0.0166891789,-0.0153835874,-0.0007896551
0.005073,-0.219201,-9.787629,0.217369,-0.0156249537,-0.0164478126,0.0002745701
0.006123,-0.219201,-9.790023,0.219771,-0.0156249537,-0.0164478126,0.0013387952
0.007173,-0.214397,-9.801995,0.219771,-0.0166891789,-0.0175120377,0.0002745701
0.008225,-0.202388,-9.804389,0.226976,-0.017753404,-0.0164478126,-0.0007896551
0.009241,-0.202388,-9.790023,0.23178,-0.017753404,-0.0164478126,0.0002745701
0.010291,-0.209594,-9.785234,0.219771,-0.017753404,-0.0175120377,0.0002745701
0.01134,-0.202388,-9.785234,0.212566,-0.0188176292,-0.0153835874,-0.0007896551
0.01239,-0.207192,-9.78284,0.20536,-0.0188176292,-0.0153835874,0.0013387952
0.01344,-0.214397,-9.790023,0.212566,-0.017753404,-0.0153835874,0.0013387952
0.014458,-0.219201,-9.790023,0.222173,-0.017753404,-0.0153835874,0.0002745701
0.015508,-0.216799,-9.785234,0.219771,-0.0166891789,-0.0153835874,-0.0007896551
0.016558,-0.211995,-9.792417,0.222173,-0.0156249537,-0.0153835874,0.0002745701
0.017608,-0.202388,-9.794812,0.23178,-0.0156249537,-0.0153835874,0.0002745701
0.018626,-0.199987,-9.794812,0.234181,-0.0166891789,-0.0164478126,-0.0007896551
0.019676,-0.195183,-9.790023,0.229378,-0.0188176292,-0.0175120377,0.0013387952
0.020728,-0.192781,-9.790023,0.222173,-0.0188176292,-0.0164478126,0.0013387952
0.021775,-0.197585,-9.785234,0.219771,-0.0188176292,-0.0164478126,0.0002745701
0.022794,-0.202388,-9.770868,0.217369,-0.017753404,-0.0153835874,0.0002745701
0.023845,-0.211995,-9.773263,0.219771,-0.017753404,-0.0164478126,0.0002745701
0.024893,-0.216799,-9.785234,0.219771,-0.0188176292,-0.0175120377,0.0013387952
0.025943,-0.216799,-9.778051,0.219771,-0.017753404,-0.0175120377,0.0013387952
0.026992,-0.211995,-9.780446,0.219771,-0.017753404,-0.0164478126,0.0013387952
0.02801,-0.214397,-9.794812,0.224574,-0.0188176292,-0.0153835874,0.0013387952
0.029061,-0.211995,-9.7996,0.229378,-0.0188176292,-0.0143193623,0.0002745701
0.03011,-0.202388,-9.794812,0.234181,-0.0166891789,-0.0153835874,0.0002745701
0.03116,-0.20479,-9.785234,0.238985,-0.017753404,-0.0164478126,-0.0007896551
0.032178,-0.214397,-9.778051,0.234181,-0.0188176292,-0.0175120377,-0.0007896551
0.03323,-0.216799,-9.778051,0.219771,-0.0188176292,-0.0164478126,0.0002745701
0.034278,-0.216799,-9.785234,0.214967,-0.0188176292,-0.0164478126,0.0002745701
0.035327,-0.216799,-9.792417,0.210164,-0.0188176292,-0.0164478126,0.0002745701
0.036348,-0.202388,-9.797206,0.210164,-0.017753404,-0.0153835874,0.0002745701
0.037395,-0.20479,-9.785234,0.217369,-0.017753404,-0.0153835874,0.0002745701
0.038445,-0.216799,-9.78284,0.219771,-0.0188176292,-0.0164478126,-0.0007896551
0.039495,-0.216799,-9.797206,0.219771,-0.0188176292,-0.0164478126,-0.0007896551
0.040513,-0.202388,-9.797206,0.219771,-0.0188176292,-0.0175120377,0.0002745701
0.041563,-0.192781,-9.787629,0.229378,-0.0188176292,-0.0175120377,0.0002745701
0.042613,-0.199987,-9.787629,0.226976,-0.0188176292,-0.0164478126,0.0002745701
0.043663,-0.202388,-9.785234,0.217369,-0.0198818543,-0.0153835874,0.0013387952
0.044712,-0.20479,-9.787629,0.212566,-0.0209460795,-0.0164478126,0.0013387952
0.045732,-0.209594,-9.794812,0.210164,-0.0209460795,-0.0175120377,0.0002745701
0.04678,-0.20479,-9.785234,0.20536,-0.0209460795,-0.0164478126,0.0002745701
0.04783,-0.207192,-9.778051,0.202958,-0.0198818543,-0.0153835874,-0.0007896551
0.04888,-0.202388,-9.785234,0.20536,-0.0188176292,-0.0153835874,-0.0007896551
0.049898,-0.192781,-9.785234,0.214967,-0.0188176292,-0.0175120377,0.0002745701
0.050948,-0.197585,-9.785234,0.219771,-0.0198818543,-0.0185762629,0.0013387952
