Time (s), Acceleration X (m/s^2), Acceleration Y (m/s^2), Acceleration Z (m/s^2), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s)
0.000146,-0.195183,-9.794812,0.23178,0.0226871518,-0.0004844353,-0.0039823305
0.00112,-0.202388,-9.794812,0.229378,0.0216229267,-0.0004844353,-0.0029181054
0.002169,-0.219201,-9.790023,0.219771,0.0216229267,-0.0015486604,-0.0039823305
0.003218,-0.221603,-9.792417,0.219771,0.0226871518,-0.0004844353,-0.0050465557
0.004268,-0.216799,-9.797206,0.217369,0.0226871518,0.0005797899,-0.0061107808
0.005288,-0.219201,-9.794812,0.202958,0.0216229267,0.0005797899,-0.0039823305
0.006335,-0.219201,-9.797206,0.202958,0.0216229267,0.0005797899,-0.0039823305
0.008433,-0.209594,-9.790023,0.222173,0.0205587015,-0.0026128856,-0.007175006
0.007384,-0.221603,-9.792417,0.212566,0.0226871518,-0.0004844353,-0.0061107808
0.009451,-0.20479,-9.794812,0.219771,0.0194944764,-0.0026128856,-0.007175006
0.01155,-0.209594,-9.792417,0.238985,0.0205587015,-0.0026128856,-0.0061107808
0.0105,-0.211995,-9.787629,0.224574,0.0205587015,-0.0026128856,-0.0061107808
0.0126,-0.20479,-9.794812,0.238985,0.0194944764,-0.0015486604,-0.007175006
0.013649,-0.202388,-9.790023,0.229378,0.0194944764,-0.0004844353,-0.0061107808
0.014667,-0.197585,-9.785234,0.217369,0.0205587015,-0.0004844353,-0.007175006
0.015716,-0.19038,-9.778051,0.200557,0.0194944764,-0.0004844353,-0.0082392311
0.016766,-0.185576,-9.778051,0.183744,0.0194944764,0.001644015,-0.007175006
0.017815,-0.197585,-9.778051,0.186146,0.0194944764,0.0005797899,-0.0061107808
0.018832,-0.211995,-9.778051,0.195753,0.0194944764,-0.0004844353,-0.0061107808
0.019882,-0.216799,-9.787629,0.200557,0.0184302512,-0.0015486604,-0.007175006
0.020931,-0.214397,-9.801995,0.202958,0.0194944764,-0.0015486604,-0.007175006
0.021981,-0.211995,-9.785234,0.202958,0.0184302512,-0.0015486604,-0.007175006
0.022998,-0.209594,-9.773263,0.207762,0.0173660261,-0.0026128856,-0.007175006
0.024048,-0.202388,-9.78284,0.219771,0.0163018009,-0.0026128856,-0.007175006
0.025097,-0.199987,-9.790023,0.222173,0.0163018009,-0.0015486604,-0.007175006
0.026147,-0.211995,-9.790023,0.219771,0.0152375758,-0.0026128856,-0.0093034563
0.027166,-0.216799,-9.787629,0.219771,0.0163018009,-0.0047413359,-0.0093034563
0.028214,-0.209594,-9.78284,0.212566,0.0173660261,-0.0036771108,-0.0093034563
0.029264,-0.202388,-9.780446,0.212566,0.0173660261,-0.0036771108,-0.0082392311
0.030313,-0.199987,-9.785234,0.224574,0.0163018009,-0.0047413359,-0.0082392311
0.031362,-0.202388,-9.792417,0.248592,0.0163018009,-0.0036771108,-0.0082392311
0.032379,-0.20479,-9.801995,0.253395,0.0141733506,-0.0015486604,-0.0082392311
0.033429,-0.202388,-9.794812,0.238985,0.0141733506,-0.0026128856,-0.0093034563
0.034478,-0.20479,-9.778051,0.241387,0.0152375758,-0.0047413359,-0.0093034563
0.035528,-0.221603,-9.797206,0.238985,0.0120449003,-0.0026128856,-0.0082392311
0.037594,-0.219201,-9.811572,0.226976,0.0120449003,-0.0026128856,-0.0093034563
0.036545,-0.23121,-9.809178,0.224574,0.0120449003,-0.0026128856,-0.0082392311
0.038644,-0.211995,-9.804389,0.226976,0.0120449003,-0.0015486604,-0.0093034563
0.039693,-0.211995,-9.794812,0.219771,0.0109806751,-0.0015486604,-0.0082392311
0.040711,-0.209594,-9.790023,0.212566,0.0109806751,-0.0004844353,-0.0093034563
0.04176,-0.216799,-9.785234,0.207762,0.00991645,0.0005797899,-0.0093034563
0.04281,-0.216799,-9.787629,0.20536,0.0088522248,0.0005797899,-0.0103676814
0.043859,-0.214397,-9.792417,0.202958,0.0088522248,0.001644015,-0.0114319066
0.044911,-0.219201,-9.792417,0.200557,0.00991645,0.0005797899,-0.0114319066
0.045926,-0.209594,-9.794812,0.202958,0.0088522248,0.0005797899,-0.0093034563
0.046976,-0.207192,-9.801995,0.200557,0.0077879997,-0.0004844353,-0.0082392311
0.048025,-0.221603,-9.797206,0.193351,0.0077879997,-0.0015486604,-0.0093034563
0.049074,-0.226406,-9.792417,0.210164,0.0067237745,-0.0026128856,-0.0103676814
0.050092,-0.211995,-9.801995,0.222173,0.0067237745,-0.0026128856,-0.0103676814
0.051141,-0.202388,-9.813966,0.212566,0.0077879997,-0.0026128856,-0.0103676814
0.052191,-0.207192,-9.806783,0.198155,0.0077879997,-0.0026128856,-0.0103676814
0.05324,-0.209594,-9.794812,0.200557,0.0067237745,-0.0036771108,-0.0103676814
0.054258,-0.20479,-9.787629,0.207762,0.0056595494,-0.0026128856,-0.0103676814
0.055307,-0.209594,-9.785234,0.217369,0.0056595494,0.0005797899,-0.0103676814
0.056356,-0.209594,-9.792417,0.219771,0.0045953242,-0.0004844353,-0.0103676814
0.057408,-0.202388,-9.794812,0.217369,0.0045953242,-0.0026128856,-0.0103676814
0.058455,-0.202388,-9.790023,0.219771,0.0035310991,-0.0026128856,-0.0103676814
0.059473,-0.214397,-9.785234,0.234181,0.0024668739,-0.0015486604,-0.0103676814
0.060522,-0.214397,-9.787629,0.229378,0.0024668739,-0.0015486604,-0.0114319066
0.061572,-0.207192,-9.801995,0.212566,0.0014026488,-0.0015486604,-0.0093034563
0.062621,-0.216799,-9.794812,0.226976,0.0003384236,-0.0026128856,-0.0082392311
0.063638,-0.211995,-9.785234,0.229378,-0.0007258016,-0.0015486604,-0.0103676814
0.064688,-0.202388,-9.792417,0.224574,-0.0007258016,-0.0004844353,-0.0114319066
0.065737,-0.202388,-9.7996,0.222173,-0.0007258016,-0.0004844353,-0.0103676814
0.066789,-0.207192,-9.797206,0.214967,-0.0007258016,-0.0004844353,-0.0103676814
0.067804,-0.207192,-9.792417,0.217369,-0.0007258016,-0.0026128856,-0.0103676814
0.068853,-0.202388,-9.790023,0.226976,-0.0007258016,-0.0026128856,-0.0114319066
0.069903,-0.20479,-9.787629,0.226976,-0.0028542519,-0.0026128856,-0.0103676814
0.070952,-0.214397,-9.780446,0.224574,-0.0049827022,-0.0026128856,-0.0093034563
0.072001,-0.221603,-9.785234,0.219771,-0.0049827022,-0.0026128856,-0.0093034563
0.073019,-0.219201,-9.794812,0.217369,-0.0049827022,-0.0015486604,-0.0103676814
0.074068,-0.209594,-9.792417,0.217369,-0.0049827022,-0.0026128856,-0.0103676814
0.075118,-0.202388,-9.78284,0.212566,-0.0049827022,-0.0026128856,-0.0093034563
0.076167,-0.207192,-9.778051,0.207762,-0.0060469273,-0.0015486604,-0.0093034563
0.077185,-0.207192,-9.773263,0.210164,-0.0060469273,-0.0015486604,-0.0093034563
0.078234,-0.207192,-9.773263,0.210164,-0.0071111525,-0.0026128856,-0.0082392311
0.079285,-0.214397,-9.778051,0.202958,-0.0071111525,-0.0015486604,-0.0082392311
0.080332,-0.216799,-9.78284,0.202958,-0.0071111525,-0.0015486604,-0.0082392311
0.08135,-0.211995,-9.787629,0.212566,-0.0071111525,-0.0015486604,-0.0093034563
0.082399,-0.211995,-9.797206,0.217369,-0.0071111525,-0.0015486604,-0.0093034563
0.083449,-0.207192,-9.7996,0.214967,-0.0081753776,-0.0015486604,-0.007175006
0.084498,-0.175969,-9.847487,0.234181,-0.0092396028,-0.0004844353,-0.007175006
0.085547,-0.238415,-10.108471,0.229378,-0.0092396028,0.0005797899,-0.007175006
0.086565,-0.296057,-10.256921,0.195753,-0.0103038279,0.0048366905,-0.0061107808
0.087614,0.167483,-9.160309,0.159727,-0.0071111525,0.0218642929,-0.0103676814
0.088666,0.047395,-9.071718,0.267806,-0.0092396028,0.0261211936,-0.0029181054
0.089713,-0.115925,-9.382984,0.142914,-0.0156249537,0.0261211936,0.0034672456
0.09073,-0.224004,-9.100451,0.051647,-0.0188176292,0.0325065445,0.0013387952
0.091782,-0.781213,-9.651151,0.013219,-0.0124322782,0.0346349948,-0.0039823305
0.092829,-1.023791,-11.116492,-0.020405,-0.0092396028,0.0176073923,-0.0082392311
0.093878,-0.514618,-10.556215,0.099683,-0.0071111525,0.001644015,-0.0167530324
0.094896,-0.459377,-9.572137,0.258199,0.0014026488,-0.0185762629,-0.0199457078
0.095946,-0.502609,-10.733396,0.671302,-0.0007258016,-0.0441176666,-0.0146245821
0.096995,0.141064,-10.6472,0.796194,-0.003918477,-0.0430534414,-0.0061107808
0.098044,0.4629,-8.281583,0.479161,-0.0081753776,-0.026025839,-0.0039823305
0.099062,0.256348,-8.221725,0.371082,-0.0241387549,-0.0238973887,-0.0018538802
0.100111,0.426873,-9.758896,0.135709,-0.0347810065,-0.0058055611,0.0045314707
0.101162,0.410061,-9.500307,-0.226957,-0.0283956555,0.0356992199,0.0045314707
0.10221,-0.252825,-9.682277,-0.327831,-0.0230745298,0.0388918954,-0.0061107808
0.103259,-0.375315,-10.491567,-0.260582,-0.0220103046,0.015478942,-0.0124961318
0.104276,-0.221603,-10.01988,-0.0132,-0.0145607286,0.0186716175,-0.0103676814
0.105326,-0.658723,-10.314385,0.351868,-0.0028542519,0.0239927432,-0.0039823305
0.106375,-0.759597,-10.759734,0.565625,-0.0060469273,0.0133504917,0.0024030204
0.107425,-0.36811,-9.526645,0.786587,-0.0081753776,0.001644015,0.0002745701
0.108442,-0.365708,-9.150732,1.012352,-0.0071111525,-0.0111266868,-0.0029181054
0.109492,-0.394529,-10.115654,0.930692,-0.0156249537,-0.0153835874,-0.0007896551
0.110542,-0.187978,-9.687066,0.618463,-0.0166891789,0.0048366905,-0.0007896551
0.11159,-0.24562,-8.499469,0.142914,-0.0198818543,0.0271854187,-0.0061107808
0.112608,-0.447368,-9.246506,-0.183725,-0.0283956555,0.0282496439,-0.0114319066
0.11366,-0.161558,-9.871431,-0.277394,-0.0358452316,0.0250569684,-0.0167530324
0.114707,-0.279245,-9.210591,-0.205341,-0.0326525562,0.0239927432,-0.0146245821
0.115756,-0.356101,-10.264104,-0.001191,-0.0294598807,0.0197358426,-0.0093034563
0.117822,-0.211995,-9.794812,0.31344,-0.0103038279,0.0101578162,-0.0039823305
0.118872,-0.32728,-10.381427,0.464751,-0.0103038279,-0.012190912,-0.0061107808
0.116805,-0.106318,-10.237766,0.198155,-0.0198818543,0.0197358426,-0.0039823305
0.119921,0.064207,-9.950444,0.411912,-0.0166891789,-0.0175120377,-0.0114319066
0.120971,0.143465,-9.205802,0.366278,-0.0188176292,0.001644015,-0.0146245821
0.121988,-0.091907,-9.703826,0.318243,-0.0230745298,0.0144147169,-0.0114319066
0.12304,0.030582,-9.732559,0.337457,-0.0305241059,0.0165431672,-0.0061107808
0.124087,0.078618,-9.023831,0.392698,-0.0294598807,0.0229285181,-0.0029181054
0.125136,-0.293655,-9.299182,0.255797,-0.0273314304,0.0261211936,-0.0018538802
0.126157,-0.591474,-10.127626,0.238985,-0.0230745298,0.0250569684,0.0024030204
0.127203,-0.557849,-9.945656,0.039639,-0.0156249537,0.0261211936,0.0002745701
0.128253,-0.622697,-9.622419,0.090076,-0.0156249537,0.0271854187,-0.0061107808
0.129302,-0.759597,-10.26171,0.28702,-0.0188176292,0.0218642929,-0.0124961318
0.130351,-0.615492,-10.733396,0.210164,-0.0220103046,0.0176073923,-0.0178172575
0.131369,-0.447368,-10.120443,0.349466,-0.0230745298,0.0165431672,-0.0178172575
0.13242,-0.24562,-9.169887,0.234181,-0.0230745298,0.0112220414,-0.0135603569
0.133468,0.028181,-9.102845,0.183744,-0.0262672052,0.0101578162,-0.0061107808
0.134517,0.150671,-9.497912,0.152521,-0.0262672052,0.0197358426,0.0002745701
0.135537,0.143465,-9.531433,-0.277394,-0.0241387549,0.0325065445,-0.0007896551
0.136584,0.085823,-9.308759,-0.166913,-0.0230745298,0.0335707696,-0.0082392311
0.137633,0.138662,-9.239323,-0.123681,-0.0252029801,0.0208000678,-0.0103676814
0.138683,-0.195183,-10.86748,0.066058,-0.0156249537,0.0282496439,0.0013387952
0.139701,-0.288852,-10.611285,-0.05403,-0.0081753776,0.0410203457,0.0013387952
0.14075,-0.243218,-9.921712,0.094879,-0.0049827022,0.0474056966,-0.0039823305
0.141799,-0.144746,-9.275238,0.532,-0.0092396028,0.0335707696,-0.0039823305
0.142848,0.162679,-9.30397,0.503179,-0.0103038279,0.015478942,0.0034672456
0.143898,0.117046,-9.797206,0.563223,-0.0017900267,0.0197358426,0.0109168216
0.144917,-0.142344,-9.411716,0.332654,0.0014026488,0.029313869,0.0119810468
0.145964,-0.264834,-9.347068,-0.159708,-0.0007258016,0.0271854187,0.006659921
0.147014,-0.394529,-9.83791,-0.246171,-0.0060469273,0.0218642929,0.0013387952
0.148063,-0.444966,-9.785234,-0.411893,-0.0124322782,0.0165431672,-0.0007896551
0.149081,-0.440163,-10.05819,-0.262983,-0.0134965034,0.0144147169,0.0002745701
0.15013,-0.380119,-9.904952,0.10929,-0.0103038279,0.0144147169,0.0002745701
0.151179,-0.199987,-9.564954,0.085272,-0.0081753776,0.0048366905,-0.0007896551
0.152229,-0.043872,-10.367061,0.431126,0.0014026488,-0.0026128856,0.0024030204
0.153246,-0.053479,-10.194668,0.592044,0.0141733506,-0.0068697862,0.0098525965
0.154296,-0.10872,-9.315942,0.294225,0.0109806751,-0.0207047132,0.0130452719
0.155345,0.052198,-9.545799,0.32785,0.0003384236,-0.0249616138,0.0109168216
0.156394,0.306785,-9.545799,0.258199,-0.0092396028,-0.0004844353,0.0109168216
0.157414,0.071412,-9.828333,0.219771,-0.0134965034,0.0239927432,0.0119810468
0.15846,-0.219201,-10.204245,0.289422,-0.0134965034,0.0303780942,0.0119810468
0.15951,0.076216,-9.145943,0.008416,-0.0103038279,0.0335707696,0.0077241462
0.160559,-0.010247,-9.552982,0.15012,-0.0007258016,0.0367634451,0.0077241462
0.161609,-0.348896,-10.905789,0.500777,0.0120449003,0.0378276702,0.0173021725
0.162626,-0.154353,-9.715798,0.159727,0.0194944764,0.0378276702,0.0215590732
0.163676,-0.260031,-8.930452,0.265404,0.0194944764,0.0303780942,0.0162379474
0.164725,-0.471386,-10.31678,0.339859,0.0024668739,0.0101578162,0.0183663977
0.165774,-0.363307,-8.884959,0.488768,-0.0071111525,-0.0004844353,0.0109168216
0.166793,-0.199987,-9.545799,0.145316,-0.0166891789,-0.012190912,0.0077241462
0.167841,0.09543,-10.460441,0.234181,-0.0209460795,-0.0004844353,0.0130452719
0.168891,-0.048676,-9.296787,0.260601,-0.0103038279,0.0176073923,0.0183663977
0.169939,-0.279245,-9.545799,-0.234162,-0.003918477,0.0133504917,0.0130452719
0.170957,-0.072693,-10.802832,0.356671,-0.0028542519,0.0101578162,0.0109168216
0.172006,0.081019,-9.46918,0.493572,0.0045953242,0.0208000678,0.0162379474
0.173056,-0.478591,-9.450025,0.176539,0.0088522248,0.0144147169,0.0151737222
0.174105,-0.70916,-10.644805,0.861041,-0.0007258016,-0.0079340114,0.0162379474
0.175157,-0.019855,-8.844255,0.752962,-0.0113680531,-0.012190912,0.0173021725
0.176172,-0.322477,-9.299182,0.471956,-0.0145607286,-0.0111266868,0.0087883713
0.177222,-0.982961,-11.375082,1.086807,-0.0252029801,-0.0217689384,0.0098525965
0.178271,-0.303262,-9.246506,0.748158,-0.031588331,-0.0153835874,0.0130452719
0.179321,-0.260031,-8.784397,0.339859,-0.0220103046,0.0005797899,0.0045314707
0.180338,-0.802829,-11.047056,0.702525,-0.0230745298,0.0027082402,0.0024030204
0.181388,-0.094309,-9.737347,0.479161,-0.0305241059,0.0165431672,0.0045314707
0.182437,0.253946,-8.568905,0.219771,-0.0241387549,0.0505983721,0.0002745701
0.183486,-0.236013,-10.07495,0.462349,-0.0252029801,0.07081865,0.0045314707
0.184504,-0.199987,-10.137204,0.529598,-0.0262672052,0.0750755506,0.0130452719
0.185553,-0.207192,-9.588898,0.375885,-0.017753404,0.0782682261,0.0098525965
0.186603,-0.526626,-9.904952,0.169334,-0.0188176292,0.07081865,0.0045314707
0.187652,-0.459377,-9.718193,0.188548,-0.0252029801,0.0548552727,0.0034672456
0.188702,-0.336887,-9.780446,0.157325,-0.0220103046,0.0495341469,0.0045314707
0.189719,-0.464181,-9.780446,0.085272,-0.0209460795,0.0527268224,0.0077241462
0.190768,-0.310468,-8.707777,-0.078048,-0.0283956555,0.0505983721,0.0077241462
0.191818,-0.151951,-10.649594,0.152521,-0.017753404,0.0665617494,0.0098525965
0.192868,-0.106318,-9.93129,-0.296608,-0.0145607286,0.0729471003,0.0077241462
0.193885,-0.048676,-9.430871,-0.431107,-0.0113680531,0.0729471003,0.0024030204
0.194934,-0.171166,-9.976782,-0.31342,0.0024668739,0.0803966764,0.0024030204
0.195984,-0.132737,-9.61763,-0.628051,0.0088522248,0.0878462525,0.0034672456
0.197036,-0.089506,-9.349463,-0.493553,0.00991645,0.0793324512,0.0024030204
0.198051,-0.063086,-9.493124,-0.438312,0.0152375758,0.0676259745,0.0077241462
0.1991,-0.219201,-9.497912,-0.126083,0.0184302512,0.056983723,0.0130452719
0.200149,-0.605884,-10.027063,0.10929,0.0163018009,0.0356992199,0.0151737222
0.201199,-0.622697,-10.240161,0.070862,0.0088522248,0.0250569684,0.0109168216
0.202248,-0.589072,-9.598475,0.27261,0.0056595494,0.029313869,0.0013387952
0.203266,-0.567456,-9.280027,0.202958,0.0003384236,0.0314423193,-0.0061107808
0.204315,-0.236013,-9.471575,0.483965,-0.003918477,0.0378276702,-0.0050465557
0.205365,-0.144746,-9.912135,0.75056,0.0035310991,0.0399561205,0.0013387952
0.206417,-0.115925,-9.979177,0.808203,0.0035310991,0.0271854187,0.006659921
0.207432,0.044993,-9.438054,1.113226,0.0035310991,0.015478942,0.0077241462
0.208481,-0.007846,-9.847487,1.115628,0.0024668739,0.0037724653,0.0077241462
0.209533,0.047395,-10.177907,1.211699,-0.0103038279,0.0005797899,0.0077241462
0.21058,0.234732,-9.081296,0.897068,-0.0230745298,0.0239927432,0.0087883713
0.211597,0.229929,-8.884959,0.505581,-0.031588331,0.0665617494,0.0098525965
0.212647,0.232331,-9.718193,0.435929,-0.0337167813,0.1112592058,0.0141094971
0.213696,0.277964,-9.938473,-0.13569,-0.0198818543,0.1453144108,0.0194306229
0.214746,0.001761,-10.338329,-0.399884,0.0067237745,0.1570208875,0.020494848
0.215796,-0.159157,-10.383821,-0.447919,0.0269440524,0.153828212,0.0183663977
0.216812,-0.02706,-9.696643,-0.616042,0.0450358801,0.1506355365,0.0130452719
0.217862,-0.541037,-9.555377,-0.786568,0.0450358801,0.1506355365,0.0258159738
0.218914,-0.497805,-9.323125,-1.18526,0.0301367279,0.1431859605,0.0268801989
0.219961,-0.605884,-9.519462,-1.238099,0.0194944764,0.1293510335,0.020494848
0.220978,-0.846061,-10.015092,-1.194867,0.0216229267,0.0995527292,0.0130452719
0.222028,-0.973354,-10.544243,-0.909057,0.0333294034,0.0559194979,0.0045314707
0.223077,-0.846061,-10.448469,-0.114074,0.0471643304,0.0101578162,0.0013387952
0.224127,-0.601081,-9.371012,0.649686,0.0546139064,-0.0228331635,0.0045314707
0.225144,-0.476189,-9.224957,1.300564,0.0450358801,-0.0451818917,0.0109168216
0.226194,-0.207192,-9.938473,1.915415,0.0226871518,-0.053695693,0.0194306229
0.227243,0.280366,-9.732559,1.672837,-0.0060469273,-0.0366680905,0.0215590732
0.228293,0.446087,-9.756502,1.624802,-0.0273314304,-0.0079340114,0.0151737222
0.22931,0.448489,-10.359878,1.778514,-0.0326525562,0.029313869,0.006659921
0.230359,0.587791,-10.450863,1.293359,-0.0188176292,0.0931673782,-0.0050465557
0.232458,-0.637107,-9.787629,1.156458,0.0386505291,0.181498066,-0.0061107808
0.233507,-0.634706,-9.06693,0.752962,0.0524854561,0.1442501856,0.0034672456
0.231411,0.141064,-10.26171,1.110825,0.0120449003,0.1644704635,-0.0114319066
0.234525,-0.039069,-9.332702,0.037237,0.051421231,0.1155161065,0.0119810468
0.235575,0.169885,-10.508328,-0.121279,0.0471643304,0.1336079341,0.0151737222
0.236624,-0.240817,-10.556215,-0.459928,0.0461001052,0.1751127151,0.0098525965
0.237673,-0.459377,-9.071718,-1.043556,0.0343936285,0.2081036948,-0.0061107808
0.238691,-0.322477,-8.5713,-0.88504,0.0269440524,0.2251312973,-0.0156888072
0.23974,-0.658723,-10.364667,-0.928271,0.0301367279,0.2155532709,-0.0061107808
0.240792,-1.059818,-11.274519,-1.00753,0.0301367279,0.1910760924,0.0119810468
0.241839,-0.747588,-9.438054,-1.139627,0.023751377,0.1708558144,0.0162379474
0.242856,-0.581867,-9.155521,-0.997923,0.023751377,0.1410575101,0.0077241462
0.243908,-0.284048,-9.861853,-0.301412,0.0290725027,0.1070023052,0.0055956959
0.244955,-0.127934,-8.820312,1.060388,0.0184302512,0.0835893518,0.0141094971
0.246004,-0.151951,-10.323963,2.390964,0.0290725027,0.0186716175,0.0258159738
