Time (s), Acceleration X (m/s^2), Acceleration Y (m/s^2), Acceleration Z (m/s^2), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s)
0.000153,-0.224004,-9.778051,0.229378,-0.0081753776,0.0037724653,0.0034672456
0.000883,-0.224004,-9.770868,0.219771,-0.0081753776,0.0048366905,0.0045314707
0.001773,-0.219201,-9.778051,0.217369,-0.0081753776,0.0059009156,0.0055956959
0.002822,-0.207192,-9.787629,0.214967,-0.0092396028,0.0059009156,0.006659921
0.00384,-0.202388,-9.787629,0.214967,-0.0092396028,0.0059009156,0.006659921
0.00489,-0.209594,-9.785234,0.219771,-0.0092396028,0.0069651408,0.0055956959
0.005939,-0.211995,-9.775657,0.219771,-0.0103038279,0.0059009156,0.0045314707
0.006989,-0.219201,-9.778051,0.224574,-0.0113680531,0.0059009156,0.0045314707
0.008006,-0.224004,-9.794812,0.234181,-0.0092396028,0.0059009156,0.0034672456
0.009056,-0.224004,-9.7996,0.234181,-0.0081753776,0.0069651408,0.0024030204
0.010105,-0.228808,-9.785234,0.226976,-0.0103038279,0.0069651408,0.0024030204
0.011157,-0.228808,-9.775657,0.224574,-0.0113680531,0.0059009156,0.0045314707
0.012204,-0.219201,-9.778051,0.226976,-0.0103038279,0.0048366905,0.0045314707
0.013222,-0.221603,-9.794812,0.226976,-0.0092396028,0.0048366905,0.0034672456
0.014272,-0.226406,-9.801995,0.224574,-0.0092396028,0.0048366905,0.0034672456
0.015321,-0.228808,-9.801995,0.23178,-0.0092396028,0.0048366905,0.0045314707
0.016371,-0.233611,-9.794812,0.238985,-0.0092396028,0.0059009156,0.0045314707
0.017388,-0.233611,-9.770868,0.234181,-0.0092396028,0.0059009156,0.0045314707
0.018438,-0.236013,-9.758896,0.226976,-0.0092396028,0.0059009156,0.0034672456
0.019487,-0.226406,-9.773263,0.234181,-0.0092396028,0.0069651408,0.0034672456
0.020539,-0.216799,-9.785234,0.241387,-0.0092396028,0.0069651408,0.0024030204
0.021554,-0.216799,-9.778051,0.236583,-0.0081753776,0.0059009156,0.0034672456
0.022603,-0.236013,-9.78284,0.224574,-0.0092396028,0.0069651408,0.0034672456
0.023653,-0.228808,-9.792417,0.23178,-0.0081753776,0.0069651408,0.0034672456
0.024703,-0.219201,-9.801995,0.234181,-0.0071111525,0.0069651408,0.0034672456
0.025752,-0.219201,-9.809178,0.23178,-0.0071111525,0.0059009156,0.0034672456
0.02677,-0.209594,-9.7996,0.229378,-0.0081753776,0.0048366905,0.0045314707
0.027819,-0.207192,-9.787629,0.23178,-0.0071111525,0.0059009156,0.0034672456
0.028869,-0.211995,-9.787629,0.241387,-0.0071111525,0.0059009156,0.0024030204
0.029919,-0.209594,-9.794812,0.243788,-0.0071111525,0.0059009156,0.0034672456
0.030936,-0.209594,-9.794812,0.24619,-0.0081753776,0.0059009156,0.0034672456
0.031985,-0.219201,-9.785234,0.241387,-0.0081753776,0.0069651408,0.0013387952
0.033037,-0.224004,-9.78284,0.222173,-0.0081753776,0.0080293659,0.0013387952
0.034084,-0.224004,-9.785234,0.224574,-0.0092396028,0.0059009156,0.0034672456
0.035102,-0.23121,-9.785234,0.234181,-0.0092396028,0.0048366905,0.0024030204
