Time (s), Acceleration X (m/s^2), Acceleration Y (m/s^2), Acceleration Z (m/s^2), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s)
0.000366,-0.211995,-9.785234,0.229378,0.0152375758,0.0867820273,-0.0156888072
0.00166,-0.219201,-9.78284,0.224574,0.0152375758,0.0878462525,-0.0156888072
0.002709,-0.219201,-9.778051,0.23178,0.0173660261,0.0867820273,-0.0146245821
0.003759,-0.211995,-9.787629,0.238985,0.0173660261,0.0857178022,-0.0146245821
0.004808,-0.209594,-9.794812,0.243788,0.0152375758,0.0867820273,-0.0156888072
0.005826,-0.207192,-9.790023,0.243788,0.0152375758,0.0867820273,-0.0156888072
0.006875,-0.202388,-9.787629,0.236583,0.0163018009,0.0867820273,-0.0156888072
0.007925,-0.202388,-9.794812,0.226976,0.0163018009,0.0857178022,-0.0156888072
0.008974,-0.20479,-9.794812,0.226976,0.0152375758,0.0857178022,-0.0178172575
0.010026,-0.211995,-9.794812,0.234181,0.0152375758,0.0857178022,-0.0178172575
0.011041,-0.211995,-9.792417,0.24619,0.0152375758,0.084653577,-0.0167530324
0.012091,-0.211995,-9.804389,0.236583,0.0141733506,0.0857178022,-0.0156888072
0.01314,-0.214397,-9.7996,0.229378,0.0152375758,0.0867820273,-0.0156888072
0.01419,-0.211995,-9.787629,0.226976,0.0163018009,0.0857178022,-0.0156888072
0.015207,-0.214397,-9.787629,0.222173,0.0152375758,0.0857178022,-0.0156888072
0.016257,-0.219201,-9.790023,0.23178,0.0141733506,0.0857178022,-0.0146245821
0.017306,-0.214397,-9.790023,0.248592,0.0152375758,0.0857178022,-0.0135603569
0.018356,-0.209594,-9.794812,0.24619,0.0152375758,0.0857178022,-0.0146245821
0.019373,-0.20479,-9.794812,0.23178,0.0131091254,0.084653577,-0.0156888072
0.020422,-0.20479,-9.794812,0.23178,0.0131091254,0.084653577,-0.0167530324
0.021472,-0.211995,-9.794812,0.229378,0.0152375758,0.0857178022,-0.0167530324
0.022521,-0.216799,-9.792417,0.219771,0.0163018009,0.0867820273,-0.0156888072
0.023539,-0.211995,-9.7996,0.229378,0.0141733506,0.0867820273,-0.0146245821
0.024588,-0.209594,-9.804389,0.236583,0.0131091254,0.0857178022,-0.0135603569
0.025638,-0.209594,-9.794812,0.226976,0.0131091254,0.0857178022,-0.0146245821
0.026687,-0.214397,-9.785234,0.224574,0.0131091254,0.0867820273,-0.0146245821
